id,created_at,text
715941920862781440,2016-04-01 16:40:30,"b""If you're gonna see Deadpool a 3rd time, let me know when and where. Not asking for me. For my twin brother, Donald. https://t.co/ETKDOJBoEU"""
715838982131724293,2016-04-01 09:51:27,"b""I'm coming\xe2\x80\xa6 on Blu-ray MAY 10. \n\nAlso, non-existent special edition VHS and LaserDisc, 19 years ago. https://t.co/WE28cJbW1G"""
712628018859155457,2016-03-23 13:12:14,"b""RT @pattonoswalt: The DEADPOOL movie and Ep 9, Season 2 of @Daredevil are the best, messiest, most brutal &amp; most fun superhero movies you'l\xe2\x80\xa6"""
710504274355220480,2016-03-17 16:33:14,"b""I adore the St. Patrick's Day tradition of fighting your whole family on the front lawn after sundown."""
708414940701335552,2016-03-11 22:10:58,b'Happy #monthiversary everybody.\nhttps://t.co/7bkZgDsXX6'
708323922551447552,2016-03-11 16:09:17,"b""When #Deadpool opened, Ryan Reynolds was just 39 years &amp; 4 months old. Today? He's 39 and a half. #Monthiversary https://t.co/iWfCEeyTH6"""
708301613543333888,2016-03-11 14:40:38,"b'Fortunate to meet PM @JustinTrudeau at the White House, to explain my hilarious plan to ""take"" Alaska. https://t.co/LwO2k1fskw'"
708295766599671809,2016-03-11 14:17:24,"b'When #Deadpool opened, Peyton Manning was an active NFL QB. #Monthiversary https://t.co/KTBmDW2XwS'"
707979929099567108,2016-03-10 17:22:23,b'Happy #Monthiversary! Everyone going to see Deadpool on 3/12 raise your creepy baby hand. https://t.co/Gq6j4tNWV7'
706490726264270848,2016-03-06 14:44:49,"b""The pen is mightier than the sword. Also, parking a car in someone's living room sends a pretty damn clear message too."""
704269853016907777,2016-02-29 11:39:52,"b'Beautiful and much deserved win for @LeoDiCaprio -- and a classy, much deserved pat on the back for our old pal, Earth. @ClimateReality'"
703665474366808065,2016-02-27 19:38:17,b'RT @theCHIVE: .@VancityReynolds tweets like no one\xe2\x80\x99s watching (His top tweets here: https://t.co/Nig120baS9) https://t.co/iHE7W4JrF6'
702232641265766400,2016-02-23 20:44:43,b'Only a few hours left for Oscar voting. Too late for a write-in campaign for an ineligible movie? https://t.co/kR4nrRrULv'
701574353989701632,2016-02-22 01:08:55,b'RT @nerdist: #DearDeadpool is your new favorite advice show! #Deadpool: https://t.co/E6xL6Rd4xm @VancityReynolds @nottjmiller https://t.co/\xe2\x80\xa6'
701198050522329090,2016-02-21 00:13:37,"b""We both know I can't be trusted. #TeamHelloKitty https://t.co/Kqzpf5ih6O"""
701161975586414594,2016-02-20 21:50:16,b'#TeamCap  https://t.co/3Gtc9yqSF6'
700945674670469120,2016-02-20 07:30:46,"b'Actually DEADPOOL was going to host back in the 90s, but then this happened. Thank god Tom Hanks was available.\nhttps://t.co/7pyPEMysdY'"
700866307210645505,2016-02-20 02:15:23,"b'RT @deadpoolmovie: Your crazy matches our crazy, America. https://t.co/AZ7WLdFYlw'"
700726459158036481,2016-02-19 16:59:41,"b'RT @paulfeig: ""\xe2\x80\x98Deadpool\xe2\x80\x99, The Blockbuster Whose Success No One Can Explain"" - I can explain it. It\'s an effing amazing movie. https://t.co\xe2\x80\xa6'"
700683845465575425,2016-02-19 14:10:21,b'First day of shooting the NC-17 #deadpool team-up film. https://t.co/GQAh21QxRi https://t.co/lpsAHdWFWq'
700335504739475456,2016-02-18 15:06:10,"b""Marhaba #Dubai! Ready for #DeadpoolME tonight? I'm not even there yet and I already miss you. https://t.co/cjVArE0FLn"""
700190437680623616,2016-02-18 05:29:43,"b'RT @prattprattpratt: Believe the hype people! #Deadpool is as good as they come! Great job @VancityReynolds and @nottjmiller Badass, twiste\xe2\x80\xa6'"
699736078291378177,2016-02-16 23:24:16,b'Me llena de orgullo y satisfacci\xc3\xb3n que DEADPOOL ya est\xc3\xa9 en cines en Espa\xc3\xb1a. Vamos a partirnos el ojete que da gusto. https://t.co/6JPfWZcy0e'
699617737006563328,2016-02-16 15:34:01,"b""I'm the Barbara F*%king Walters of Hard-Hitting Journalism. #NoSoftBallQuestions https://t.co/cfkjy3LxlQ"""
699008023348572161,2016-02-14 23:11:14,"b'RT @NicholasHoult: #Deadpool thank you for making my valentines truly special, and sorry for the lawn \xf0\x9f\x98\x82 \nGreat work @edskrein @VancityReyno\xe2\x80\xa6'"
698934797884850176,2016-02-14 18:20:16,"b""That isn't pavement he's walking on. It's sunshine. Thanks to the #deadpool fans who carried us the whole way. #\xf0\x9f\x92\x80\xf0\x9f\x92\xa9L https://t.co/CQJhQL4tK8"""
698313067302678528,2016-02-13 01:09:43,b'https://t.co/GgGRRSl6zV https://t.co/Gl3drQL9nK'
697844594969550848,2016-02-11 18:08:11,b'RT @BettyMWhite: I love @VancityReynolds\xe2\x80\xa6here are a few of my thoughts about his new movie #Deadpool.\nhttps://t.co/9Bkz9DpyF0'
697805995515473920,2016-02-11 15:34:48,b'Happy St. #Deadpool Day https://t.co/yw9ljc0P6G'
697805797892431872,2016-02-11 15:34:01,b'Happy #Deadpool Day. https://t.co/XpN5fJ1Zoj'
697546375643467776,2016-02-10 22:23:10,"b""Today is the 25th anniversary of Deadpool's 1st appearance. Thanks to these guys: @FabianNicieza &amp; @robertliefeld https://t.co/AMKrlLxxGP"""
696883928771072000,2016-02-09 02:30:50,b'The real #Deadpool Corps! https://t.co/7AILXnEboy'
696683103201452032,2016-02-08 13:12:50,b'What?? 3 sleeps you say? https://t.co/Cqcr3XMlpr'
696474695659581441,2016-02-07 23:24:41,b'RT @deadpoolmovie: A truly offensive marvel.\nhttps://t.co/lsT5ZOfiu6'
696347347903737856,2016-02-07 14:58:39,b'Watch me play (football) with myself. https://t.co/wc1oaxV3qj  via @Hyundai #HyundaiSuperBowl #ad'
695998345920147456,2016-02-06 15:51:51,"b""I'd ask for a crisp high five, but, uh... Ouchie.  https://t.co/dx4viwOO6B"""
695955191804211201,2016-02-06 13:00:22,b'All the secrets. https://t.co/GIh6xYRjhJ'
695826829613989888,2016-02-06 04:30:18,"b""Dear god, I just realized... You're the heart of that movie. The heart. (Jet lag... So much jet lag...) https://t.co/ANqMO98Bjs"""
695799315826999297,2016-02-06 02:40:58,b'One of my all time heroes. My father would have flipped to see this. Thanks @Favre4Official https://t.co/emWoysMtZo'
695679279472902145,2016-02-05 18:43:59,b'Thanks for all the great questions. That was super tiring!  #AskRyan https://t.co/k4LThVTICf'
695676979123630080,2016-02-05 18:34:51,b'.@SmiDey1 #AskRyan https://t.co/ikJOGiUydi'
695673477051777024,2016-02-05 18:20:56,b'.@CHRISEYANS #AskRyan https://t.co/25FLnESS6F'
695671901260161024,2016-02-05 18:14:40,b'.@spidey810 #AskRyan https://t.co/ikTOHSTxMk'
695662277362487296,2016-02-05 17:36:26,b'Deadly serious interview of #Deadpool by @EW - This got real. And fast. https://t.co/xp9pIdTgLu'
695652978749878272,2016-02-05 16:59:29,b'From one Red Devil to another. Old Trafford is never going to be the same. @WayneRooney @ManUtd\nhttps://t.co/SuXxrJriLn'
695631578500698116,2016-02-05 15:34:27,b'RT @ManUtd: Huh? https://t.co/e1VWb7OET8'
695284605465845762,2016-02-04 16:35:42,"b'Damnit, Fox! I said no toy fairs! Totally spoiling key #Deadpool scenes\xe2\x80\xa6  https://t.co/OCDafO6AHD'"
695049170336505857,2016-02-04 01:00:10,b'https://t.co/43dTV62fAj https://t.co/LXOYkcLqbv'
695048808154185733,2016-02-04 00:58:43,b'https://t.co/RTBTd0iGul https://t.co/fDqmsyWsO6'
694683883976138752,2016-02-03 00:48:39,"b""RT @RealHughJackman: Seriously, Mate. You've got to stop following me. SECURITY!!! @VancityReynolds @deadpoolmovie https://t.co/1qEXjFievx"""
694606387356286976,2016-02-02 19:40:42,b'https://t.co/4CEx2SHn07'
694519690241167361,2016-02-02 13:56:12,"b""Of all the roles I've played, this was the most.... roles. https://t.co/wc1oaxV3qj via @Hyundai #HyundaiSuperBowl #ad"""
694208033027682305,2016-02-01 17:17:47,"b""#deadpool's graphic info-graphic. https://t.co/uHbLy7WWKQ"""
694108430534066176,2016-02-01 10:42:00,"b""Every time a bell rings, an angel gets his--holy frosted fuck-nuggets I'm deaf. https://t.co/ZtN15Oh4qb"""
693855731116806145,2016-01-31 17:57:52,b'Thank You! #\xf0\x9f\x92\x80\xf0\x9f\x92\xa9L https://t.co/R6Gyr9Juem'
693683755920314368,2016-01-31 06:34:30,b'RT @MrCraigBierko: This would be a pretty good meta @Twitter t-shirt. https://t.co/TVrW4G8sfA'
693583712022298624,2016-01-30 23:56:57,b'.@lauramvula is a one woman hurricane. #overcome is on repeat. https://t.co/U9IlmmTl2Y'
693554062919389186,2016-01-30 21:59:08,b'RT @deadpoolmovie: NYC\xe2\x80\x99s about to get a lot Pooler. Dress up as #Deadpool &amp; walk the carpet on 2/8. https://t.co/Yzp1srZoxW https://t.co/Pr\xe2\x80\xa6'
693443014983745536,2016-01-30 14:37:52,b'Even more touching than the last video. #deadpool\nhttps://t.co/TWYgjDwYZq'
693273637298802688,2016-01-30 03:24:50,b'https://t.co/EaL0jAPpa5'
693128287145492481,2016-01-29 17:47:16,b'Thoughts? https://t.co/uFBf75fEJA'
693064634589429760,2016-01-29 13:34:20,b'RT @grahnort: loved this couch! #WillSmith @VancityReynolds #CatherineZetaJones #TobyJones @lauramvula @BBCOne 10.35 https://t.co/hMjKuRU6rS'
692772460798820352,2016-01-28 18:13:20,"b'RT @deadpoolmovie: Skip, don\xe2\x80\x99t run. Deadpool tickets are on sale NOW. https://t.co/uBUGirtH3T https://t.co/8gW8OHOYAn'"
692754201751875585,2016-01-28 17:00:47,b'Something to touch yourself to. #deadpool.\nhttps://t.co/AyJJNsQcjg'
692452576697176065,2016-01-27 21:02:14,b'I was told what happens in Russia stays in Russia. I was 31 flavors of wrong. https://t.co/iZXidF1JJw'
692451252555374592,2016-01-27 20:56:58,"b""Zayn isn't on the Graham Norton show with me anymore. I'll still go... But obviously I got my lips done for nothing. #DeadpoolDoesLondon"""
692403716868169728,2016-01-27 17:48:04,b'RT @JustinTrudeau: It\xe2\x80\x99s #BellLetsTalk day! Let\xe2\x80\x99s work to end the stigma around mental illness. RT this to donate 5\xc2\xa2 to Canadian mental heal\xe2\x80\xa6'
692072877852614657,2016-01-26 19:53:26,"b'Berlin! Endlich sehe ich den Ort, an dem David Hasselhoff die Mauer mit seiner m\xc3\xa4chtigen Stimme vernichtet hat! https://t.co/MsW1C6VYY1'"
692024769009577984,2016-01-26 16:42:16,"b'RT @TaikaWaititi: Aww, this looks so tender and sweet. Perfect antidote to the usual violent fare. Go @VancityReynolds! #datenight https://\xe2\x80\xa6'"
691954379470016512,2016-01-26 12:02:34,"b""It's cold in Paris, so the Eiffel Tower is smaller than normal, but still, so beautiful. https://t.co/t6j0jjPTsT"""
691904594859933696,2016-01-26 08:44:45,b'#DeadpoolDoesParis https://t.co/FwZbZ3rLs6'
691430428251668480,2016-01-25 01:20:34,b'RT @deadpoolmovie: He went to Jared! https://t.co/ZYvgEWVZsj'
691293836702830592,2016-01-24 16:17:48,"b'I bet 400 years ago, guys bought these for the same reasons they buy really fast cars today. #DeadpoolDoesMoscow https://t.co/tnOJUrfRd5'"
691143970202722304,2016-01-24 06:22:17,"b'\xd0\x92\xd0\xb0\xd1\x81 \xd0\xbd\xd0\xb5 \xd0\xb1\xd0\xb5\xd1\x81\xd0\xb8\xd1\x82, \xd0\xba\xd0\xbe\xd0\xb3\xd0\xb4\xd0\xb0 \xd0\xb7\xd0\xb0\xd0\xb5\xd0\xb7\xd0\xb6\xd0\xb8\xd0\xb5 \xd0\xb0\xd0\xba\xd1\x82\xd0\xb5\xd1\x80\xd1\x8b \xd0\xb4\xd0\xb5\xd0\xbb\xd0\xb0\xd1\x8e\xd1\x82 \xd0\xb2\xd0\xb8\xd0\xb4, \xd1\x87\xd1\x82\xd0\xbe \xd0\xb3\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x80\xd1\x8f\xd1\x82 \xd0\xbf\xd0\xbe-\xd1\x80\xd1\x83\xd1\x81\xd1\x81\xd0\xba\xd0\xb8? #DeadpoolDoesMoscow https://t.co/u4rdvfP5Ql'"
690792082210955265,2016-01-23 07:04:01,b'RT @deadpoolmovie: Invest today for a brighter tomorrow. #Deadpool tickets are on sale now! https://t.co/uBUGirtH3T https://t.co/pxErRoYP7I'
690777005198069760,2016-01-23 06:04:06,b'.@Michael5SOS - Make me the 6th second! #Deadpool  https://t.co/xYllUYrnH4'
690534292104036352,2016-01-22 13:59:39,"b'#Deadpool\xe2\x80\x99s a tad short on rent this month, so we\xe2\x80\x99re just gonna start selling tickets now. https://t.co/39Y5qj7gjI https://t.co/gumeXAPpzC'"
690384125933572097,2016-01-22 04:02:56,"b'\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f, \xd0\xbd\xd1\x83 \xd0\xb2\xd0\xbe\xd1\x82 \xd1\x8f \xd0\xb8 \xd0\xbf\xd1\x80\xd0\xb8\xd0\xb5\xd1\x85\xd0\xb0\xd0\xbb! \xd0\x9a\xd0\xb0\xd0\xba \xd0\xbd\xd0\xb0 \xd1\x81\xd1\x87\xd0\xb5\xd1\x82 \xd0\xbe\xd0\xbf\xd1\x80\xd0\xbe\xd0\xba\xd0\xb8\xd0\xbd\xd1\x83\xd1\x82\xd1\x8c \xd0\xbf\xd0\xbe \xd1\x80\xd1\x8e\xd0\xbc\xd0\xba\xd0\xb5 \xd0\xb2\xd0\xbe\xd0\xb4\xd0\xbe\xd1\x87\xd0\xba\xd0\xb8 \xd0\xbf\xd0\xbe\xd0\xb4 \xd1\x89\xd0\xb8 \xd1\x82\xd0\xb2\xd0\xbe\xd0\xb5\xd0\xb9 \xd0\xbc\xd0\xb0\xd0\xbc\xd1\x8b \xd0\xb7\xd0\xb0 \xd0\xbc\xd0\xbe\xd0\xb9 \xd0\xbf\xd1\x80\xd0\xb8\xd0\xb5\xd0\xb7\xd0\xb4? #DeadpoolMoscow https://t.co/DvgrEI1pw5'"
689878549902192640,2016-01-20 18:33:58,b'Got to see National Museum! Despite jet lag making the whole world feel like a concussion had sex with a cloud. https://t.co/BUKLoT8gU9'
689671377947725826,2016-01-20 04:50:44,b'Google Translator sucks! So embarrassing. I just asked a sweet elderly man in Taiwan which bus runs to his asshole. I meant MY asshole.'
689665063435657216,2016-01-20 04:25:39,"b'RT @RobertKirkman: We are entering the A.D. era of superhero movies. There were movies before Deadpool... But now, things will be different\xe2\x80\xa6'"
689492024664416257,2016-01-19 16:58:03,b'1/21 - \xe9\x9b\x96\xe7\x84\xb6\xe6\x88\x91\xe6\x98\xaf\xe6\xad\xaa\xe5\x9c\x8b\xe4\xba\xba\xef\xbc\x8c\xe4\xbd\x86\xe6\xad\xbb\xe4\xbe\x8d\xe7\xb2\xbe\xe7\xa5\x9e\xe4\xb8\x8d\xe6\xbb\x85! \xe6\x88\x91\xe8\xa6\x81\xe6\x8c\x91\xe6\x88\xb0\xe5\x8f\xb0\xe7\x81\xa3\xe8\x87\xad\xe8\xb1\x86\xe8\x85\x90\xe8\xb7\x9f\xe9\xb4\xa8\xe8\xa1\x80! https://t.co/mGYJDxGRcb'
689322494751326208,2016-01-19 05:44:24,"b"".@kevleeb, that's a gun, AND I'm happy to see you. Great surprise screening of #deadpool tonight! Thanks @tweetsauce https://t.co/9BsPZ0BZSH"""
689289463827165188,2016-01-19 03:33:09,b'RT @Nadeshot: This is how I just spent my afternoon! OFFICIALLY ONE OF MY FAVORITE MARVEL MOVIES OF ALL TIME. SO GOOD! https://t.co/6bMTVus\xe2\x80\xa6'
689289255437361152,2016-01-19 03:32:19,"b""RT @wgtc_site: The First Deadpool Reviews Are In, And They're Outstanding - https://t.co/5mWM1xFF33 #Deadpool #Marvel https://t.co/hx4gg5HQ\xe2\x80\xa6"""
689286267243237376,2016-01-19 03:20:27,b'RT @ijustine: OMG @DEADPOOLMOVIE WAS SO GOOD I CANT EVEN FIT MY EXCITEMENT INTO 140 CHARACTERS \xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xe2\x80\xa6'
689286095360659456,2016-01-19 03:19:46,b'RT @saintpiercing: Eternally grateful and lucky to see the premiere of the Deadpool movie with the cast and crew tonight \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa6\x84  perfect! http\xe2\x80\xa6'
689285749280272385,2016-01-19 03:18:23,b'RT @deadpoolmovie: Nothing like a surprise afternoon delight. @VancityReynolds &amp; crew surprised fans w/ a #Deadpool screening tonight https\xe2\x80\xa6'
688781877256282113,2016-01-17 17:56:11,"b'Betty White was born 94 years ago today. Some time later, this movie got made. Coincidence? #deadpool https://t.co/K0btUKOQbW'"
688705701003276288,2016-01-17 12:53:29,"b""RT @MrCraigBierko: I'd like to make it very clear that there will be very little if any gun play in season 2 #LotsOfAnvilDropping https://t\xe2\x80\xa6"""
688504017949974528,2016-01-16 23:32:04,"b'New tv spot. And 27 sleeps until Rookie Sensation, Wade W. Wilson... lines up the shot. #deadpool #\xf0\x9f\x92\x80\xf0\x9f\x92\xa9L https://t.co/NvNLrBqCdj'"
688412684321165312,2016-01-16 17:29:08,"b'RT @VsauceThree: HEY YOU! Come hang with Michael, Kevin and I!\nNYC: https://t.co/b0WEVPAc8g\nLA: https://t.co/06zL7VI1Hj https://t.co/J2Q31X\xe2\x80\xa6'"
688407846548025344,2016-01-16 17:09:55,b'RT @M101_Mutant101: #SquadGoals! \n\xf0\x9f\x92\x80\xf0\x9f\x92\xa9L\n#Deadpool https://t.co/TpwhysjsID'
688367859135844352,2016-01-16 14:31:01,b'Need to wait 45 minutes. I have a full tummy.  https://t.co/m98Nw8w9TL'
688363205450706944,2016-01-16 14:12:32,"b'It\'s not a catch phrase... ""Jiminy Fuck-Knuckles"" is my legal middle name.  https://t.co/7ycc1uPThf'"
688193571204120576,2016-01-16 02:58:28,"b'Just got home from an Outback Steakhouse and I swear to God, I thought I was in Australia.'"
688009847011454976,2016-01-15 14:48:24,"b'V-Day is soon! Nothing says romance like an anonymous note with the words, ""You\'re Next"" written all creepy and child-like. #helpful'"
687491581125984260,2016-01-14 04:29:00,"b'Just 29 days til, ""Skull Poop L""! https://t.co/Ktpo6eUPAp'"
687349177857224705,2016-01-13 19:03:08,"b""RT @pattonoswalt: This idiotic/brilliant billboard is why I'm all in on the DEADPOOL movie. I'm an easy lay. https://t.co/jSRorPvaCp"""
686762346614775809,2016-01-12 04:11:17,b'Pew-Pew. #deadpool https://t.co/Ah7FgYkCUI'
686645407951237124,2016-01-11 20:26:37,"b""In 32 days, let's cuddle like koala bears from hell. #deadpool https://t.co/RFEsaGtaix"""
685266438106517504,2016-01-08 01:07:05,b'Running for president and punching George Washington in the dick are indistinguishable events.'
684744886264950784,2016-01-06 14:34:37,"b""RT @MarshallSella: I'm not making this up or trying to seem cool, but I have actually had kisses that did not begin with Kay."""
684741344976330752,2016-01-06 14:20:33,b'They should consider inventing drugs that make you feel better about everyone else too.'
684712850405875712,2016-01-06 12:27:19,"b'I\'d take this way more seriously if it ended with: ""Oh, and unless you like fire and screaming, don\'t drive today."" https://t.co/Yd0cgHsM5F'"
684211259143761920,2016-01-05 03:14:10,b'#deadpool - shameless Bachelor-bating tv spot. https://t.co/ZCOIq1haJH'
684185812821499906,2016-01-05 01:33:03,"b""If I were on The Bachelor, I'd step out of that limo wearing nothing but white socks and like, 312 candy necklaces. #DeadpoolOnTheBachelor\xf0\x9f\x8c\xb9"""
684133841066393600,2016-01-04 22:06:32,b'#Deadpool\xe2\x80\x99s juicy new TV spot is made with 2% real roses. Catch #DeadpoolOnTheBachelor tonight.\xf0\x9f\x8c\xb9 https://t.co/dk7igbE8MY'
684054597191741442,2016-01-04 16:51:39,"b'You might steal this from your son. Hot Toys made the coolest #Deadpool figures ever, ever. https://t.co/pu9DmP03nC https://t.co/acxxZmfxJg'"
683446506263830528,2016-01-03 00:35:19,"b""Only 41 sleeps til go time. This shit's gonna have nuts in it. #deadpool https://t.co/MZ00ckrnXQ"""
683059560295325702,2016-01-01 22:57:44,b'RT @edskrein: \xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1 \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1 \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f\n\n#Deadpool #XMenApocalypse \n\n \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1 \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1 \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f \xe2\x9a\xa1\xef\xb8\x8f https://t.co/JrQT5Xqca7'
682966899823620096,2016-01-01 16:49:32,"b""RT @KevinMcCarthyTV: Can't stop watching #Deadpool Red Band trailer. 1 of the best trailers I've ever seen.\n\nhttps://t.co/TJx1coFkIL @ginac\xe2\x80\xa6"""
681554434095202305,2015-12-28 19:16:54,"b'RT @empiremagazine: The Merc with a Mouth is our brand new cover star. The #Deadpool issue hits newsstands this Thursday, December 31. http\xe2\x80\xa6'"
681533941313093632,2015-12-28 17:55:28,"b""And now... for the #Deadpool infomercial you've spent your whole life not waiting for!\n\nhttps://t.co/aYGvm2aqJh"""
681484231881658369,2015-12-28 14:37:56,"b""RT @SuperheroFeed: 'DEADPOOL' Trailer. \n\nPass it along. https://t.co/7lWLU47bHE"""
680362170786430976,2015-12-25 12:19:16,b'And on the 12th Day... The NEW EXTRA NSFW RED BAND Trailer: https://t.co/FW2pWPwhuw'
680038485076619264,2015-12-24 14:53:04,"b""RT @RealHughJackman: No go @VancityReynolds - the 11th day is #Wolverine's https://t.co/Qx0HAwRj2i #Snikt #12DaysOfDeadpool https://t.co/QE\xe2\x80\xa6"""
680034748132122625,2015-12-24 14:38:13,"b""Well, that's just rude.  https://t.co/BfYnlZvG9X"""
679859240975085568,2015-12-24 03:00:48,"b""MeeMaw &amp; PeePaw said you can open 1 gift before Xmas! Tomorrow I'll share a Trailer Eve surprise for the 11th day of #Deadpool"""
679708324602998784,2015-12-23 17:01:07,"b""Your Holiday 'Pool Log' is waiting for you. #12DaysOfDeadpool \n\nhttps://t.co/MBcuhhUZ1U"""
679383580842336256,2015-12-22 19:30:42,b'RT @deadpoolmovie: .@IMAX. Size matters. #sorrynotsorry\nhttps://t.co/iWQzeFOZMS'
679348045201436673,2015-12-22 17:09:30,"b""I'm having this poster injected directly into my bloodstream. #12DaysOfDeadpool https://t.co/DlPjc5hFeO"""
679317794530459648,2015-12-22 15:09:17,"b'The taxi driver switched off Adele -- mid song. Either his life is perfect, or he has three days to live. No middle ground there.'"
679307928638201857,2015-12-22 14:30:05,b'RT @ArrowFilms: Good to see #TheVoices in another top 10 films of the year list @PERRYMICHAELR @VancityReynolds  https://t.co/GD4ilOWYHn'
679279846787272705,2015-12-22 12:38:30,"b""Apologies! Deadpool emoji busted the Internet. I called @BillGates and he hasn't returned my call. Mainly, because I don't have his number."""
679109335843217408,2015-12-22 01:20:57,b'RT @ClimateReality: Ninety-nine percent! That\xe2\x80\x99s how much of Costa Rica\xe2\x80\x99s energy came from renewables this year https://t.co/2hXW3tUMQQ http\xe2\x80\xa6'
679107596373114880,2015-12-22 01:14:02,"b""WOW. This is an ACTUAL chat between #Deadpool &amp; @KimKardashian that totally didn't happen. https://t.co/kLutGDG2ki"""
679012103248879620,2015-12-21 18:54:35,"b'No need to be rude, you belching crimson chundertub.  https://t.co/eoJZLaOOA3'"
678983145887256576,2015-12-21 16:59:31,"b'I showed you mine, now show me yours\xe2\x80\xa6 best #deadpoolemoji chat, that is. https://t.co/iT9iLyHQsd https://t.co/Y7TtGBLFJb'"
678674825221709824,2015-12-20 20:34:22,b'Happy Holidays from the Wilsons! (Frustrated by the type size? Shoulda joined https://t.co/bxXVnAgN5X. #NoSympathy) https://t.co/QZ76zsjbiB'
678261265660268545,2015-12-19 17:11:01,"b""Somebody's a precious little doodle-bug. #12DaysOfDeadpool https://t.co/utB4rXQuOh"""
677902112890576896,2015-12-18 17:23:53,b'This sweater is like wearing a coffin made entirely out of adorable. #12DaysOfDeadpool https://t.co/Wa5ZU7LWIg'
677533269122875392,2015-12-17 16:58:13,b'#12DaysOfDeadpool https://t.co/7tAmrno5LP'
677531706702753792,2015-12-17 16:52:01,b'RT @empiremagazine: Watch this space... #12DaysOfDeadpool https://t.co/cYarE0fZPo'
677206120197259264,2015-12-16 19:18:15,b'Happy birthday to my baby girl! Sad I lost my virginity. But thankful I have a daughter.'
677184452565450752,2015-12-16 17:52:09,"b'#12DaysOfDeadpool just got real, ya filthy animals. @DeviantArt https://t.co/CdY5qAL3TQ'"
676460407897243648,2015-12-14 17:55:03,b'RT @EW: Grab some eggnog and celebrate #12DaysOfDeadpool ahead of a new trailer debut: https://t.co/wCvptkjlUk \xf0\x9f\x8e\x89 https://t.co/GRu6V2JYOn'
676460230478180352,2015-12-14 17:54:21,b'RT @EW: Say hello to Ryan Reynolds and his little friend in this exclusive #Deadpool poster: https://t.co/afT11PvtWT \xf0\x9f\x91\x8c https://t.co/gJCPGqo\xe2\x80\xa6'
674970591674302464,2015-12-10 15:15:04,b'RT @AmericanForests: Give a #holiday gift that gives back to the #environment! Here are some of our favorites: https://t.co/ZYWnjwXi24 http\xe2\x80\xa6'
674968717508214784,2015-12-10 15:07:37,"b""I don't always drink beer. But when I do... Most people feel quite strongly I shouldn't. Stay thirsty my friend. \n\n#rejectedbeercommercial"""
674968267358793728,2015-12-10 15:05:49,"b""I don't always drink beer. But when I do... I honestly can't stop. Stay thirsty, my friend. \n\n#rejectedbeercommercial"""
674967963418497024,2015-12-10 15:04:37,"b""I don't always drink beer. But when I do... it's suddenly 31 years later. Stay thirsty, my friend. \n\n#rejectedbeercommercial"""
674967770090508288,2015-12-10 15:03:51,"b""I don't always drink beer. But when I do... I'm a licensed commercial airline pilot. Stay thirsty my friend. \n\n#rejectedbeercommercial"""
674001971951439872,2015-12-07 23:06:07,b'RT @deadpoolmovie: Deadpool wants to be exclusive. Sign up for the #DeadpoolCore to show how much you care. https://t.co/c0Tq3Y829U https:/\xe2\x80\xa6'
672819599348383744,2015-12-04 16:47:47,"b'Congrats to @craigzadan, @neilmeron and cast/crew of #TheWiz! Brilliant!'"
